Index	LogFC	FDR	VIP
PGCT0847_R	-0.085580576	7.30E-07	0.815773
PGCT0849_1_L	-0.008200478	0.733316553	0.661428
PGCT0850_1	-0.009668889	0.769589491	0.479203
PGCT0854	-0.053745207	0.002206608	0.823084
PGCT0858_1	-0.12328878	1.12E-06	0.905276
PGCT0859_L	-0.128352405	3.84E-07	0.97203
PGCT0859_R	-0.016104269	0.439438737	0.196783
PGCT0860	-0.209945489	8.61E-08	1.20528
PGCT0874	0.037941725	0.082524662	0.420365
PGCT0875	0.021917578	0.102651448	0.242796
PGCT0876	0.035247784	0.056705262	0.210488
PGCT0877	0.01983835	0.155668551	0.225835
PGCT0878_1	0.040899028	0.961795499	0.693587
PGCT0879_1	-0.030267114	0.024991445	0.263706
PGCT0883	-0.327590148	0.125574454	1.06759
PGCT0887	0.231495933	3.10E-07	1.25136
PGCT0893_L	0.040174527	0.656622652	0.300747
PGCT0893_R	0.064042273	0.010091924	0.498408
PGCT0901	0.051786031	0.025170138	0.502531
PGCT0902	0.033848036	0.186383488	0.373899
PGCT0904_1	0.184799034	0.023992282	0.800839
PGCT0906	-0.208164247	1.42E-05	1.63835
PGCT0913	-0.056486688	0.029544187	0.507411
PGCT0915	-0.054765909	0.051969655	0.511781
PGCT0918	-0.016275004	0.590062439	0.346294
PGCT0926_1	-0.382427503	7.77E-08	1.22099
PGCT0927_L	0.646219993	0.000194265	1.33924
PGCT0927_R	0.931919445	0.028230262	0.978701
PGCT0928_L	-0.109409995	0.055843081	1.15496
PGCT0928_R	-0.20192498	0.734658381	0.642555
PGCT0936	-0.118329766	0.043683763	0.478907
PGCT0952	0.085367486	0.113445083	0.461225
PGCT0958_1	0.481385643	8.88E-05	2.455
PGCT0964_1	1.850891526	9.76E-06	3.11098
PGCT0965	0.086295487	0.413511212	0.383117
PGCT0982_1	0.156667856	0.022810335	0.590408
PGCT0985_1	-0.445133198	0.993351842	0.268158
PGCT0986	1.483331663	0.001534306	2.9367
PGCT0998_1	0.178727365	0.44251437	0.536364
PGCT0999_1	-0.130885236	0.056974241	0.862206
PGCT1000_1	-0.036898133	0.310498539	0.534455
PGCT1003_1	-0.479393442	0.411388753	0.314973
PGCT1007	-0.275647494	0.000227904	1.75926
PGCT1013	0.700220956	1.94E-05	1.90762
PGCT1014_1	0.736001764	0.000479917	1.92221
PGCT1015_1_L	-0.152214112	0.057853441	0.465294
PGCT1015_1_M	-0.192086066	0.090058075	0.363705
PGCT1015_1_R	-0.249612621	0.000410108	0.868042
PGCT1017	-0.306046881	1.42E-05	1.05613
PGCT1029_1	-3.694733908	0.105729841	0.438964
PGCT1031	0.03572284	0.186432812	0.0823773
PGCT1041_1_L	-0.027646939	0.406040953	0.345568
PGCT1041_1_R	-0.071943048	0.53245056	0.105601
PGCT1044_L	-0.055510967	0.307669602	0.837
PGCT1044_R	-0.04800197	0.43800345	0.656762
PGCT1045_L	-0.131539134	0.202416267	0.799778
PGCT1045_R	-0.118380059	0.149731371	0.8443
PGCT1046	0.041063684	0.350448545	0.568396
PGCT1047	-0.138140341	0.012531511	0.788993
PGCT1051_L	-0.095494887	9.83E-07	0.897171
PGCT1051_R	-0.052309993	1.42E-05	0.650171
PGCT1053_1	0.188151491	3.56E-06	0.883981
PGCT1054_L	-0.120611178	2.71E-05	0.865316
PGCT1054_R	-0.10138189	4.83E-06	0.748528
PGCT1055_1	-0.106733938	0.002959066	0.600968
PGCT1058	-0.042061649	0.107801046	0.765743
PGCT1059	-0.153882855	3.53E-05	1.13192
PGCT1060_1	-0.01233213	0.504701008	0.7885
PGCT1062_1	-0.107741813	0.000432001	0.597191
PGCT1064_1	0.088889349	0.104043558	0.537397
PGCT1065_1	-0.078465785	0.081895696	0.764892
PGCT1066_1_L	-0.184441174	2.80E-07	1.15759
PGCT1066_1_R	-0.164229532	3.66E-06	1.0476
PGCT1086	-0.032682873	0.046616215	0.392847
PGCT1091	0.111758653	0.009423041	0.651386
PGCT1095_1	0.032219029	0.383337062	0.467537
PGCT1097	-0.051543904	0.011119613	0.343383
PGCT1122	-0.030092935	0.156466172	0.386275
PGCT1123	-0.082362259	0.057788139	0.514268
PGCT1126_1_L	0.015285621	0.495588635	0.210125
PGCT1126_1_R	0.086040206	0.009189316	0.531965
PGCT1127_1	1.479807018	0.000117205	2.75549
PGCT1146	-0.268412734	0.002023204	1.4641
PGCT1152_1	1.561880726	6.39E-05	3.05263
PGCT1153	0.212345513	6.14E-05	1.09962
PGCT1165_1	1.574259341	2.92E-06	2.90266
PGCT1167_1	0.302701825	0.001322791	0.940187
PGCT1178_1_R	-0.348698035	3.79E-06	1.29294
PGCT1181_1	-0.144495075	0.023433644	0.603007
PGCT1188_1	0.207085362	0.010399825	1.10715
PGCT1192	0.36150402	0.00054289	1.32327
PGCT1201	-0.314475017	0.008227959	0.485623
PGCT1210_1	0.203929087	3.91E-05	1.07973
PGCT1216_1	-0.291254207	0.004529875	0.997245
PGCT1220_1	0.752050652	0.007881123	1.72514
PGCT1229_1	-0.210941138	0.04502165	0.879725
PGCT1232_1	-0.200818189	0.03099277	0.755536
PGCT1244_1	-0.620601434	0.00054207	1.95255
PGCT1249_1_L	-0.040671808	0.462462311	0.360404
PGCT1249_1_R	0.015331863	0.679331243	0.255221
PGCT1250_L	-0.036892645	0.074134883	0.785189
PGCT1250_R	-0.01616957	0.4804978	0.792529
PGCT1251	-0.01429989	0.693323832	0.704592
PGCT1253_1	-0.299048542	7.29E-07	1.25702
PGCT1255_L	0.053795373	0.055843081	0.439886
PGCT1255_M	-0.127032332	0.007870193	0.719636
PGCT1256_L	-0.101137122	4.42E-06	0.799664
PGCT1256_R	-0.038699795	0.001273527	0.182619
PGCT1257_1_L	-0.03362288	0.259249099	0.57025
PGCT1257_1_R	-0.025365539	0.344874396	0.524544
PGCT1258_1_L	0.042316359	0.278754496	0.735196
PGCT1258_1_R	0.074176576	0.360670467	0.410439
PGCT1259_L	-0.103660563	1.51E-06	0.90011
PGCT1259_R	-0.053707042	5.08E-05	0.672792
PGCT1260	-0.242892359	1.94E-05	0.957215
PGCT1262	-0.15564381	0.000733349	0.871649
PGCT1263_L	-0.069328449	0.014201118	0.745048
PGCT1263_R	-0.061457624	0.036126786	0.762789
PGCT1266_L	-0.169263063	2.52E-08	1.20125
PGCT1266_R	-0.119739761	3.19E-08	1.00377
PGCT1267_1	-0.069010177	0.002321928	0.865143
PGCT1270_1	-0.286067846	1.39E-08	1.5711
PGCT1271_1	-0.138277077	0.006779304	1.06276
PGCT1288	0.013393801	0.35870599	0.247563
PGCT1289	0.014705229	0.35432389	0.163524
PGCT1294_1	0.03232984	0.542701492	0.563366
PGCT1295_1	0.021778479	0.238105583	0.520261
PGCT1296_1	-0.048199942	0.085932774	0.552424
PGCT1298	-0.016681298	0.10041398	0.385093
PGCT1300	-0.038760293	0.011213818	0.373825
PGCT1301_1	-0.019160429	0.034956271	0.233035
PGCT1320	-0.578061803	9.83E-07	2.47227
PGCT1324	0.054938432	0.005724807	0.516927
PGCT1326_1	-0.786313009	1.15E-08	2.06842
PGCT1334	0.263245125	1.15E-09	2.04226
PGCT1339	0.162558913	0.001131296	0.999845
PGCT1345	-0.053013348	0.080240047	0.609988
PGCT1349	0.215221411	5.71E-06	0.876747
PGCT1350	0.073019913	0.044440971	0.808679
PGCT1360_1	-0.002539692	0.852253801	0.318735
PGCT1369	0.481858485	1.37E-13	2.67719
PGCT1370_1	0.142473587	0.002321928	0.703907
PGCT1371_1	-0.04429786	0.515261248	0.307103
PGCT1376_1	-0.149285242	0.01337973	0.525711
PGCT1381	-0.091977519	0.172936467	0.426728
PGCT1389_1	0.402745739	0.031140179	1.22465
PGCT1392_1	0.421038868	0.223081185	0.921024
PGCT1397_1	0.123644984	0.722345363	0.434522
PGCT1402_1	0.299580751	0.129408144	0.615088
PGCT1413	-0.209609605	0.013708315	0.457693
PGCT1416_1	-0.5627181	0.677212498	0.34161
PGCT1426	0.378113345	7.10E-05	1.09661
PGCT1428	-0.194334649	7.10E-06	1.05817
PGCT1432_1	-0.22365865	4.89E-06	2.20117
PGCT1443_1	0.282738931	0.004267572	0.940586
PGCT1448_1	-0.31266157	2.72E-07	1.21551
PGCT1451_L	0.085127095	0.244661012	0.116389
PGCT1451_R	0.142726716	0.316843619	0.182094
PGCT1452_1	-0.04939656	0.171802127	0.804845
PGCT1453_1	0.031478467	0.40192053	0.696114
PGCT1458	-0.00655814	0.862237421	0.589044
PGCT1459_L	-0.00986162	0.634032309	0.526555
PGCT1469_L	-0.097849125	9.99E-06	0.797154
PGCT1469_R	-0.021584347	0.120037282	0.0896153
PGCT1470_1	-0.108989085	2.95E-06	0.963171
PGCT1471	-0.100232774	0.067603532	0.554439
PGCT1472	-0.681673771	0.179020612	0.830593
PGCT1473_1_L	0.054569958	0.110041417	0.524961
PGCT1473_1_R	0.044793773	0.823864672	0.368631
PGCT1480	-0.026527484	0.225940955	0.85375
PGCT1484	-0.068751963	0.046112545	0.856239
PGCT1487	-0.152395937	1.43E-07	1.13107
PGCT1488_1	-0.046409065	0.147119396	0.851892
PGCT1489	-0.12680278	0.001318265	1.06409
PGCT1502_1	0.058349563	0.279992062	0.165781
PGCT1509	0.022085691	0.221380888	0.27497
PGCT1515	0.020941681	0.459874721	0.132299
PGCT1517_1	0.097342002	0.006286194	0.408222
PGCT1518_1	0.009424791	0.668719387	0.226207
PGCT1522	-0.070168896	0.290129587	0.844134
PGCT1524_1	-0.021864415	0.050091381	0.198168
PGCT1525	-0.010540679	0.171503406	0.492966
PGCT1530	0.115658822	0.107459765	0.605079
PGCT1533	-0.07174497	0.388908822	0.456837
PGCT1534	-0.049044568	0.035794063	0.357923
PGCT1546_1	0.003797018	0.69944034	0.252921
PGCT1548	0.189615754	0.002521624	0.712974
PGCT1556	0.041259031	0.083826533	0.428255
PGCT1559	0.12234526	0.816846116	0.450135
PGCT1570	0.071881275	0.685140631	0.481973
PGCT1582	-0.431101059	1.69E-05	1.58137
PGCT1588	0.499094292	1.85E-13	2.66715
PGCT1593	0.580856759	1.98E-06	1.83726
PGCT1595	0.280167709	0.130628523	0.874371
PGCT1604_1	-0.386505022	6.61E-06	1.21167
PGCT1606_1	-0.352766914	3.61E-06	1.38151
PGCT1619_1	-0.049716889	0.972759231	0.524662
PGCT1623	0.087994405	0.405804555	0.376562
PGCT1625	0.509645658	0.335762953	0.914979
PGCT1635_1	0.039300283	0.459419243	0.428043
PGCT1655	-0.128351091	0.079621813	0.708904
PGCT1674_1	-0.180955873	1.67E-05	2.12602
PGCT1676	0.00461531	0.155761668	0.890973
PGCT1679	-0.957097462	0.339306237	0.385568
PGCT1682_1	0.389075436	3.40E-05	1.48731
PGCT1693_1_L	-0.021419331	0.271207565	0.559216
PGCT1693_1_R	-0.010305963	0.419991275	0.520864
PGCT1695_1_L	-0.024029548	0.292921709	0.439442
PGCT1696	-0.030175572	0.822515911	0.627985
PGCT1698_L	-0.151429051	0.000299638	0.912708
PGCT1698_R	-0.147344845	7.49E-05	0.932207
PGCT1701_L	-0.026185701	0.417215016	0.543469
PGCT1701_R	3.68E-05	0.931335526	0.442443
PGCT1702_L	-0.016699099	0.458410182	0.385626
PGCT1703_1_L	-0.101871182	0.00695267	0.749769
PGCT1703_1_R	-0.016042283	0.610234374	0.162572
PGCT1706_1_L	-0.035499753	0.365776047	0.568726
PGCT1706_1_R	-0.036672593	0.108867105	0.36829
PGCT1708_L	-0.235600664	1.05E-05	1.38154
PGCT1708_R	-0.110800783	0.001328495	0.800214
PGCT1711_L	-0.006684982	0.591127629	0.717928
PGCT1711_R	-0.025525319	0.187400167	0.670658
PGCT1712_1	-0.051287254	0.16082111	1.02989
PGCT1716_L	-0.071976622	0.026380606	0.897422
PGCT1719	-0.001498881	0.527605554	0.545064
PGCT1720_L	-0.019097382	0.337202762	0.784522
PGCT1720_R	-0.021923506	0.283710119	0.786283
PGCT1721_1	0.136465982	0.021860138	0.545395
PGCT1724	-0.160989068	1.40E-08	1.18108
PGCT1740_1	-0.022824609	0.074046969	0.218684
PGCT1742	0.02012078	0.373750241	0.234118
PGCT1744	0.05268574	0.207581748	0.243297
PGCT1745	0.027969282	0.20315357	0.489998
PGCT1746_1	0.084142487	0.028063316	0.314408
PGCT1747	-0.018574344	0.365814833	0.466484
PGCT1750	0.156380458	0.011134745	0.789659
PGCT1755	0.029512228	0.334779254	0.292803
PGCT1765	0.481742001	3.95E-07	2.07031
PGCT1771	0.040785111	0.45309471	0.326797
PGCT1776	0.052774107	0.011713647	0.509784
PGCT1777	0.199966609	0.00078435	0.786505
PGCT1780_1	-0.186834803	0.000613284	0.759187
PGCT1783_1	0.149761858	0.000538225	0.756807
PGCT1785_1	0.305757718	0.031975652	0.985494
PGCT1788	0.183104382	0.001260558	0.991805
PGCT1789	-0.048728886	0.075655423	0.504366
PGCT1794	0.103074649	0.001614273	0.778652
PGCT1812_1	0.431748214	3.28E-05	1.63984
PGCT1819_1_L	-0.204324781	0.000824186	0.965941
PGCT1819_1_R	-0.310866421	0.000229259	1.29187
PGCT1833	0.506110346	0.030101533	1.02506
PGCT1837_1	0.139779847	0.149461149	0.601257
PGCT1842_1_L	0.209924238	0.000325462	1.06759
PGCT1842_1_R	0.299548068	4.90E-05	1.35949
PGCT1852_1	-0.505111177	0.558767126	1.30534
PGCT1857	-0.497157791	5.30E-06	1.95558
PGCT1864_1	-0.162598711	0.032347309	0.948371
PGCT1866_1	-0.179231732	0.040024498	0.877786
PGCT1870	0.040445456	0.188483618	0.363654
PGCT1894_1	-0.020364773	0.740816556	0.295925
PGCT1897_1	0.658984486	0.003729024	1.42811
PGCT1901_1	-0.101776451	0.004015458	0.88258
PGCT1904_L	-0.0305142	0.584970433	0.382431
PGCT1906_L	-0.079889774	8.41E-05	0.80512
PGCT1906_R	-0.060779325	8.00E-06	0.69126
PGCT1907	-0.22054772	5.58E-07	1.3472
PGCT1908	-0.05659437	0.283630177	0.462643
PGCT1911	-0.134115269	1.30E-06	1.09717
plcm03178-2_a	-0.219462624	0.000223161	1.02375
plcm03178-2_b	-0.300601812	0.000319392	1.34959
plcm40031-2	-0.348480376	4.95E-06	1.37075
plct136878-1	-0.011918602	0.184316069	2.06483
plct165410-1	0.31319353	0.012531511	1.02674
plct174380-11	0.282409964	9.42E-05	1.29126
plct181878-1_a	0.565366641	5.31E-05	1.91068
plct181878-1_b	0.338053492	0.020189324	1.63056
plct202363-1	-0.347951657	5.10E-06	1.27623
plct209827-1_a	0.497864561	1.46E-13	2.73653
plct209827-1_b	0.512773097	1.51E-13	2.73638
tofp0270-1_b_L	0.571256744	4.91E-05	1.90017
tofp0270-1_b_R	0.363461497	0.015613181	1.69898
tofp12699-1	-0.125746601	0.001471083	1.04366
tofp16119-1	0.5914752	1.76E-12	2.6673
tofp16145-1_b_L	0.55862679	6.78E-05	1.86673
tofp16145-1_b_R	0.349582092	0.014515696	1.64268
tofp16235-1_a	0.606773212	0.000733542	1.23683
tofp16235-1_b	0.917572203	0.023267105	1.0188
tofp20074-1	-0.167950573	0.022270121	0.823896
tofp20120-1	-0.149364521	0.006074622	0.483256
tofp20214-1	-0.06368304	0.090755374	0.315442
tofp20873-1	-0.126059507	0.036303426	0.721634
tofp28079-1	-0.090996955	0.157708689	0.485697
tofp28372-1	-0.130958001	0.000948913	1.06512
tofp31254-1	-0.122823634	0.007891761	0.845129
tofp31390-1	-0.114182485	0.006300435	0.988638
tofp33708-1_a	-0.306570022	2.53E-07	1.25326
tofp33708-1_b	-0.29817581	1.15E-06	1.26032
tofp35150-1_L	-0.068518603	0.180914388	0.519652
tofp35150-1_R	-0.084510882	0.046954151	0.710099
tofp42489-1_b_L	0.56885892	3.85E-05	1.94817
tofp42489-1_b_R	0.355392744	0.026627542	1.46907
tofp45605-1	-0.69527591	6.08E-05	1.86227
tofp4636-1	0.097920414	0.086811848	0.529474
tofp47204-1_L	-0.113818686	0.612343919	0.556653
tofp47204-1_R	0.256667232	0.000858119	1.30089
tofp4723-1	-0.046980314	0.080386128	0.822034
tofp50506-1_b	-0.010980597	0.365898303	0.359487
tofp50506-1_c	-0.101345934	0.03418033	0.752668
tofp5083-1	0.053329192	0.246824159	0.302934
tofp52526-1	-0.637822242	0.000742925	1.75378
tofp52556-1	-0.003607802	0.431908536	1.77963
tofp54373-1	0.152298226	0.88751662	1.28452
tofp54964-1_b	0.314036303	0.017631766	1.56341
tofp56360-1	-0.156777222	2.37E-05	1.14266
tofp64068-1	-0.115796368	0.086573895	0.611592
tofp64775-1_a	0.560362574	6.18E-05	1.91224
tofp64775-1_b	0.358299172	0.014283358	1.63797
tofp68044-1	-0.187143136	0.000390819	1.03515
tofp68174-1_b_L	-0.120000472	0.324414844	0.81985
tofp68174-1_b_R	-0.1286592	0.012849546	0.816532
tofp69066-1_a	-0.072969341	0.046900457	0.597673
tofp69066-1_b	-0.219174899	2.13E-05	0.896329
tofp72843-1	-0.08763506	0.116863902	0.60869
tofp78427-1	0.009468545	0.270431747	0.123477
tofp78545-1	-0.011346131	0.532726579	0.307911
tofp79269-1	-0.132435343	0.00099513	1.07391
cc0417-1	-0.347202444	4.50E-09	1.69325
cc0440-1_b	-0.545363152	4.33E-09	1.53134
cc0448-1	-0.035909129	0.06998362	0.307444
cc0518-1_a_L	-0.228082263	0.002349749	0.996268
cc0518-1_a_R	-0.050060621	0.411915596	0.175308
cc0538-1_a	0.020649561	0.152315759	0.230223
ccc217-1_a	0.693393024	7.21E-05	1.85481
ccc217-1_b	0.50429471	1.28E-05	1.52797
Cmcp0007	0.114637234	0.047596665	0.596465
DR1677-1	0.036085629	0.054542985	0.364161
DR1739-1_a_L	0.2656789	0.000238909	1.08762
DR1739-1_a_R	0.214280288	0.000726323	1.04809
DR1745-1	-0.307486416	0.599772366	1.39134
DR1936-1	0.022495206	0.152508603	0.211776
DR2642-1_a	-0.238793292	3.43E-05	1.14973
DR2647-1	0.022302333	0.208368217	0.241061
DR3207-1	0.034431156	0.047240319	0.325242
DR3219-1	0.012727825	0.352205544	0.256068
DR3243-1	-0.149969901	0.068259371	0.676905
DR3257-1	-0.367020204	2.24E-06	1.50246
FBN-1056	0.058695157	0.009265737	0.658156
FBN-1879_a_R	-0.309873322	2.85E-05	1.17187
FBN-1967_a_L	-0.025132315	0.16698395	0.251766
FBN-1967_a_R	-0.269682814	0.00101949	1.24215
FBN-2111_a	0.361432566	0.011352393	1.72063
FBN-2111_b	0.546449401	6.51E-05	1.92628
FBN-2268	0.72559524	4.35E-05	2.01518
FBN-2601	-0.196699744	2.94E-06	1.34998
FBN-2603	-0.197866628	2.43E-06	1.35735
FBN-2614	-0.194873831	6.47E-06	1.33693
FBN-2772_a_L	0.02122511	0.445064398	0.729535
FBN-2773_L	-0.285801727	0.000319346	1.04187
FBN-2773_R	-0.160697562	0.000695129	1.09237
FBN-2807_b_L	-0.304686998	6.19E-07	1.25824
FBN-2807_b_R	-0.292144539	4.45E-07	1.2522
FBN-2888_a	-0.259781627	2.62E-07	1.43292
FBN-2889_b	-0.277535127	8.84E-08	1.42499
FBN-2918	-0.162537983	0.00017292	1.21588
FBN-2932	-0.190343323	2.37E-05	1.26431
FBN-3132_b_L	-0.111680397	0.002880988	0.82233
FBN-3132_b_R	-0.077864193	0.143153651	0.818831
FBN-3636_a_L	-0.049315087	0.045856908	0.526717
FBN-3636_a_R	-0.026340789	0.346577036	0.452471
FBN-367	0.409500268	1.28E-05	2.48321
FBN-3783_a_L	0.016961835	0.357477801	0.146434
FBN-3783_a_R	-0.175902461	1.20E-05	0.911603
FBN-4965	-0.006667508	0.470243768	0.605794
FBN-624_R	0.234215612	0.04330708	0.92739
FBN-670	-0.209314253	5.97E-06	1.07716
IPN1035-2	0.041189015	0.047025546	0.484455
IPN1037-2	-0.306079559	0.014454884	1.36013
IPN322-1	0.044953045	0.014112514	0.202464
IPN323-1	-0.208688828	3.04E-09	1.24834
IPN327-1_L	-0.074288477	0.023891751	0.716993
IPN327-1_R	-0.067228291	0.001180532	0.70616
IPN411-3	0.418497011	1.25E-05	2.50341
IPN429-2	0.036815298	0.468379464	0.348936
IPN451-2_L	0.051415373	0.044503227	0.590145
IPN451-2_R	0.071399066	0.026977381	0.607678
IPN455-2	0.002555796	0.444322017	0.314701
IPN459-2	-0.05678618	0.149589596	0.360652
IPN465-3_L	-0.13646729	0.079703913	0.92947
IPN465-3_R	-0.705004447	6.32E-06	2.07411
IPN514-3	0.11547582	0.013007232	0.645719
IPN570-3	-0.098148896	0.000269673	0.371666
IPN651-1	0.3701392	3.25E-06	1.57309
IPN663-1	-0.219822633	0.000353994	1.16167
IPN694-2	-0.291461417	0.035706325	1.0653
IPN696-1	0.326821899	0.023403058	0.847926
IPN704-1	-0.131354098	5.62E-06	0.965899
IPN777-1	-0.11686343	0.018686285	0.495267
IPN907-1	-0.215492363	0.001489575	0.750058
IPN917-1	-0.1293742	0.097435891	0.821144
IPN926-1_L	-0.350147803	5.56E-09	1.73337
IPN926-1_R	-0.324040413	5.36E-06	1.42758
IPN942-1_L	-0.037271465	0.37228089	0.249991
IPN942-1_R	0.086596469	0.00072014	0.470491
IPN978-4	0.051112278	0.110230881	0.409405
IPN980-3	0.199365993	0.000154522	1.05581
IPN992-2	-0.242751909	0.003312138	1.15259
MEDN0005	0.038637727	0.208055324	0.240483
MEDN0006_L	0.076526486	0.007976735	0.412776
MEDN0006_R	0.164606979	2.57E-07	0.841499
MEDN0010	0.127966841	8.40E-05	0.921972
MEDN0011	-0.117475884	0.002163817	0.806935
MEDN0015	0.053591235	0.003049195	0.547073
MEDN0018	0.049198631	0.147635572	0.407719
MEDN0019	-0.044893078	0.11830267	0.523641
MEDN0041	-0.133432775	0.504366126	0.492416
MEDN0042	-0.017657739	0.504701008	0.212828
MEDN0045	-0.034525259	0.077307361	0.287167
MEDN0047	0.29261091	0.002521624	0.708415
MEDN0056_L	0.058798447	0.07847817	0.547588
MEDN0056_R	0.114177252	0.000936184	0.824352
MEDN0065_L	0.094699737	1.04E-05	0.497059
MEDN0065_R	0.120863872	0.000155139	0.665717
MEDN0066	0.428069386	1.80E-13	2.72001
MEDN0075	0.094139223	0.02901969	0.68955
MEDN0097	0.193805336	0.000710206	1.22408
MEDN0099	0.649311736	0.75909096	0.494645
MEDN0105	-0.514133774	0.50440406	0.969944
MEDN0109_L	-0.036978026	0.386327507	0.849729
MEDN0109_M	0.504873178	0.006389293	1.40854
MEDN0110_L	0.111623158	0.076127624	1.26121
MEDN0112_L	0.672969246	0.001394525	1.49474
MEDN0112_M	0.097199675	0.064393935	0.710829
MEDN0113_L	-0.036978532	0.365862716	1.14996
MEDN0113_R	-0.019117442	0.96854349	0.850572
MEDN0136	-0.605373865	3.31E-06	2.45316
MEDN0140_L	-0.140133975	0.111081603	0.372935
MEDN0140_R	-0.208898881	0.024648348	0.624026
MEDN0149	-0.60614054	8.91E-05	1.5245
MEDN0163_L	-0.124256939	0.005222528	0.787561
MEDN0163_R	-0.116828494	0.042831397	0.64837
MEDN0169	-0.279408348	1.40E-08	1.42754
MEDN0171	-0.172996822	2.76E-09	0.97474
MEDN0179	-0.035290011	0.070652954	0.299251
MEDN0198	-0.006537861	0.741620566	0.398643
MEDN0201	-0.12626852	4.78E-05	0.936246
MEDN0220	0.043967002	0.003119026	0.726959
MEDN0226	0.035911284	0.029751272	0.495886
MEDN0229	0.012042399	0.528647099	0.43956
MEDN0245	-0.001204119	0.745643412	0.230958
MEDN0266	0.114006006	0.348762579	0.426307
MEDN0273	-0.582798515	0.006172481	1.23036
MEDN0280	-0.3235345	6.34E-09	1.72135
MEDN0283	0.328250559	0.01407562	0.882712
MEDN0286	-0.186957839	0.038555028	0.678944
MEDN0290	0.147372311	0.006461135	0.916274
MEDN0299	-0.069238193	0.30727725	0.423125
MEDN0300	-0.478556599	1.23E-10	1.53521
MEDN0305	-0.114359448	0.000740627	0.705965
MEDN0314	0.050376079	0.316963666	0.376387
MEDN0317	-0.296992199	0.599749016	1.39372
MEDN0321	-0.004672411	0.796332094	0.379134
MEDN0322	0.03954077	0.256481377	0.310933
MEDN0323	-0.112324749	0.05787761	0.0995305
MEDN0325	-0.216913332	3.42E-09	1.25631
MEDN0338	0.404173721	8.55E-07	1.46072
MEDN0343	0.378959787	2.81E-06	1.58975
MEDN0344	-0.169104793	0.000222833	0.551266
MEDN0360	-0.159813838	1.21E-06	1.18473
MEDN0362_L	-0.087068453	0.12564498	0.864127
MEDN0362_R	-0.095912399	0.075025956	0.85296
MEDN0364_L	-0.180285539	1.40E-06	1.17004
MEDN0364_R	-0.205044259	3.32E-08	1.26473
MEDN0366_L	-0.072238827	0.174306593	0.613956
MEDN0366_R	-0.091288145	0.083155947	0.667749
MEDN0368	-0.219226273	0.00081618	0.925556
MEDN0370	-0.195525217	2.44E-08	1.20921
MEDN0372_L	-0.099637354	0.000647955	0.793774
MEDN0372_R	-0.132674354	9.37E-06	0.957351
MEDN0376	-0.194880787	0.00017292	1.00109
MEDN0378	-0.091593888	0.106207878	0.401389
MEDN0380	-0.016414005	0.965755729	0.205825
MEDN0381	-0.035192244	0.130595532	0.292329
MEDN0383	-0.061379518	0.046616215	0.340412
MEDN0385	-0.37444252	1.32E-07	1.38883
MEDN0390	-0.263918986	7.37E-05	0.897615
MEDN0398	-0.087734305	0.014490854	0.422879
MEDN0415	0.242886394	4.84E-06	1.42077
MEDN0421	0.027509614	0.330223589	0.339822
MEDN0428	0.209050679	2.65E-05	0.882578
MEDN0431	0.162390403	3.28E-05	0.824571
MEDN0432	0.232775427	0.000222833	1.12879
MEDN0434	0.131726728	2.13E-10	0.984947
MEDN0439	0.121521476	0.006288245	0.577348
MEDN0478	-0.00591907	0.870949257	0.281997
MEDN0528	0.213180804	0.704748055	0.344613
MEDN0536	0.19935529	0.609160973	0.339136
MEDN0547	-0.174350056	0.0184515	0.538678
MEDN0555	0.12271297	8.26E-06	1.10439
MEDN0560	0.181701499	0.029175229	0.686164
MEDN0562_L	0.077749949	0.43865529	0.426711
MEDN0562_R	0.077727648	0.588543529	0.382818
MEDN0576	-0.220478184	0.002482427	1.58913
MEDN0589	-0.745753002	0.000243438	1.37565
MEDN0593	-0.156706091	4.93E-06	1.0162
MEDN0602_L	-0.371065754	3.03E-08	2.23963
MEDN0602_R	-0.336525348	5.04E-07	2.03
MEDN0604_L	-0.241502459	0.012732248	1.22721
MEDN0604_R	0.041306721	0.528388334	0.452461
MEDN0621_L	0.560249957	7.92E-06	2.00695
MEDN0621_R	0.390362303	7.60E-07	1.87446
MEDN0647	0.456733371	4.35E-07	1.53206
MEDN0658	0.04474665	0.333568693	0.457434
MEDN066	0.428909864	1.52E-13	2.72888
MEDN0661	-0.022798162	0.317762871	0.241355
MEDN0662	0.068291992	0.012531511	0.732864
MEDN0685	-0.242180287	0.195628443	0.612942
MEDN0729	-1.839216797	2.35E-08	2.98883
MEDN0751	-0.377802802	1.43E-07	2.36928
MEDN0816	0.029786626	0.295995201	0.519251
MEDN0818_L	-0.104085778	0.002514296	0.625993
MEDN0818_R	0.106258059	1.73E-05	0.814741
MEDN0826	-0.22965574	0.171111537	0.80067
MEDN0827	0.192296576	9.45E-06	0.970148
MEDN091_a	0.382734458	3.26E-06	1.49639
MEDN1005_L	0.045542238	0.024702385	0.562591
MEDN1005_R	0.077179648	0.035882218	0.686993
MEDN1006_L	0.043376527	0.036815846	0.533941
MEDN1006_R	0.074708065	0.041807915	0.673083
MEDN1035	-0.316159965	3.84E-08	1.50073
MEDN1069	-0.326187236	3.57E-05	0.979498
MEDN1077_L	0.426636144	4.70E-06	1.54827
MEDN1077_R	0.659594969	0.000133172	1.74503
MEDN1079	-0.223476081	5.27E-05	0.858691
MEDN1081_L	-0.387499469	0.000196857	1.17024
